TIMESTAMP,GPP_NT_VUT_REF,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F
1997-01-01,NA,-4.57,77.421,NA,0.565,82.623,0.4,0.559
1997-01-02,NA,-3.336,45.588,NA,0.978,82.883,0,1.107
1997-01-03,-0.242279,0.278,74.069,NA,2.243,82.398,0,2.03
1997-01-04,0.246635,-1.876,58.069,NA,1.381,81.697,1.8,1.918
1997-01-05,0.519542,-4.955,80.798,NA,1.155,82.263,0,0.407
1997-01-06,0.0182312,-4.484,59.552,NA,0.838,82.724,0,0.466
1997-01-07,0.0777376,-3.154,45.489,NA,1.329,82.91,0,1.028
1997-01-08,-0.483547,-2.451,76.654,NA,1.867,82.651,0,1.953
1997-01-09,-0.37946,-2.433,47.62,NA,1.436,82.228,0,0.785
1997-01-10,-0.551929,-3.094,39.644,NA,0.776,82.805,0,1.245
1997-01-11,-0.54446,-4.489,85.211,NA,1.749,83.745,0,0.743
1997-01-12,-1.01659,-4.179,97.536,NA,3.046,84.132,0,NA
1997-01-13,-0.743105,-1.853,88.286,NA,3.899,84.092,0,1.597
1997-01-14,-0.526969,-0.118,88.17,NA,4.238,84.124,0,1.091
1997-01-15,-0.540843,1.259,88.349,NA,4.427,84.315,0,1.451
1997-01-16,-0.191985,1.585,88.914,NA,4.323,84.11,0,1.434
1997-01-17,-0.18009,0.446,90.219,NA,3.749,83.764,0,1.585
1997-01-18,-0.235092,-1.908,86.42,NA,3.111,83.639,0,1.152
1997-01-19,-0.0326212,-1.154,43.226,NA,2.168,83.252,1.1,1.704
1997-01-20,-0.0460417,-1.349,26.781,NA,0.04,83.404,4.1,0.644
1997-01-21,0.243494,-0.003,74.98,NA,0.4,84.097,2.9,1.219
1997-01-22,0.167779,2.339,62.648,NA,2.621,84.365,0,2.228
1997-01-23,0.924027,2.59,61.296,NA,2.74,84.365,0,1.795
1997-01-24,0.102151,1.023,65.409,NA,2.904,84.351,0,1.048
1997-01-25,0.202503,-0.514,89.384,NA,2.592,84.345,0,0.731
1997-01-26,0.391633,-0.551,79.13,NA,2.27,84.016,0,1.485
1997-01-27,0.0184018,-1.777,99.96,NA,2.028,84.11,0,1.223
1997-01-28,-0.0351724,-2.435,100.66,NA,1.908,84.45,0,0.805
1997-01-29,-4.61463e-4,-2.669,106.712,NA,2.416,84.76,0,0.895
1997-01-30,0.313997,-1.789,110.547,NA,3.202,84.633,0,0.976
1997-01-31,0.230657,-2.095,112.714,NA,3.088,84.353,0,1.063
1997-02-01,0.0973555,-2.565,114.546,NA,2.766,84.17,0,1.029
1997-02-02,0.220662,-2.739,118.151,NA,3.344,83.99,0,1.109
1997-02-03,0.241276,-3.158,103.917,NA,2.935,83.953,0,1.388
1997-02-04,0.430691,-3.189,102.472,NA,2.912,83.913,0,0.771
1997-02-05,1.03755,-2.262,59.993,NA,2.203,83.564,2.9,2.124
1997-02-06,-0.186386,-4.537,128.212,NA,1.475,84.542,0,1.843
1997-02-07,-0.0883425,-0.458,124.68,NA,3.831,84.816,0,1.314
1997-02-08,0.108176,-0.119,129.601,NA,4.364,84.814,0,1.464
1997-02-09,0.0740114,-0.208,128.635,NA,4.232,84.602,0,1.175
1997-02-10,-0.10582,0.405,132.494,NA,4.164,84.271,0,1.391
1997-02-11,0.399245,-0.633,123.677,NA,2.745,83.977,0,1.696
1997-02-12,0.492037,-0.538,138.25,NA,0.903,83.652,2.8,1.738
1997-02-13,-0.204911,-2.207,98.039,NA,1.266,82.715,1.2,4.281
1997-02-14,0.163313,-4.04,44.608,NA,0.286,82.528,4.7,1.667
1997-02-15,0.0293262,-3.307,77.695,NA,0.508,82.703,0.7,2.48
1997-02-16,-0.646523,-5.955,151.121,NA,1.067,83.692,0,1.19
1997-02-17,-0.0316371,-3.342,143.06,NA,2.118,83.852,0,1.63
1997-02-18,-0.174508,-2.784,82.216,NA,1.781,83.714,2.5,2.599
1997-02-19,0.286262,-5.252,121.451,NA,1.024,84.195,1.4,3.907
1997-02-20,-0.0293704,-2.228,107.464,NA,1.041,84.207,1.2,2.281
1997-02-21,0.0528713,-1.632,159.09,NA,2.426,84.481,0,1.203
1997-02-22,-0.308915,0.255,160.852,NA,3.558,84.599,0,1.274
1997-02-23,-0.332228,1.684,148.887,NA,4.808,83.916,0,1.661
1997-02-24,0.0852475,-0.138,128.459,NA,3.017,83.351,0,2.677
1997-02-25,1.07641,2.627,124.715,NA,3.338,83.34,0,4.269
1997-02-26,1.0266,0.6,79.542,NA,1.535,83.309,5,3.56
1997-02-27,-0.637196,-4.117,71.169,NA,0.577,84.406,2.3,4.96
1997-02-28,0.139475,-2.355,168.035,NA,1.554,84.922,0,1.349
1997-03-01,1.05616,1.621,106.337,NA,3.321,84.713,0,1.131
1997-03-02,1.27806,2.444,182.989,NA,4.384,84.636,0,NA
1997-03-03,1.17358,1.835,99.725,NA,2.886,84.915,0,1.305
1997-03-04,1.87961,2.853,118.273,NA,3.217,84.944,0,1.361
1997-03-05,0.734383,1.618,94.411,NA,1.747,84.426,0.7,1.446
1997-03-06,0.639941,-2.133,124.603,NA,0.232,84.389,1.8,2.722
1997-03-07,1.37684,-0.079,191.117,NA,2.487,84.538,0,1.606
1997-03-08,1.38098,0.693,193.759,NA,3.927,84.692,0,1.6
1997-03-09,1.55218,1.976,161.781,NA,4.548,84.805,0,1.452
1997-03-10,1.43118,2.278,196.088,NA,4.45,84.948,0,1.663
1997-03-11,1.49614,3.147,198.167,NA,4.442,84.785,0,1.379
1997-03-12,1.54542,3.136,196.912,NA,4.051,84.755,0,1.93
1997-03-13,2.29712,1.368,203.42,NA,2.616,84.44,0,1.258
1997-03-14,1.59639,0.51,187.76,NA,3.411,83.931,1.9,1.772
1997-03-15,0.801652,-1.425,121.141,NA,0.423,84.078,0.5,1.706
1997-03-16,1.33735,-0.08,109.314,NA,0.607,84.282,1.6,1.327
1997-03-17,1.24248,1.076,148.535,NA,1.447,84.174,0.1,3.168
1997-03-18,1.82787,2.966,184.393,NA,3.601,83.567,0.1,1.321
1997-03-19,0.232176,-2.363,115.155,NA,0.681,82.42,7.3,4.127
1997-03-20,0.314834,-3.719,102.406,NA,0.587,82.989,3.8,3.744
1997-03-21,-0.453007,-3.986,114.359,NA,0.726,83.476,0.4,2.825
1997-03-22,0.0372593,-3.581,239.112,NA,0.988,83.73,0.3,2.09
1997-03-23,0.775675,-1.179,176.872,NA,2.516,83.226,6.2,1.37
1997-03-24,0.472329,-2.836,138.087,NA,0.441,82.72,5.4,1.601
1997-03-25,0.323221,-2.916,128.883,NA,0.731,83.124,0.3,2.076
1997-03-26,0.696586,-1.014,201.882,NA,1.114,83.762,0.1,1.234
1997-03-27,0.942626,1.393,112.52,NA,1.528,84.016,0.1,1.063
1997-03-28,0.726917,-0.916,82.65,NA,0.635,83.256,5,4.036
1997-03-29,0.525522,-5.352,128.278,NA,0.603,83.301,1.3,4.207
1997-03-30,0.24877,-3.821,223.006,NA,0.882,83.708,0.5,3.39
1997-03-31,0.365778,-2.418,250.666,NA,1.271,83.992,0,2.02
1997-04-01,0.746961,0.481,251.262,NA,2.513,83.824,0,1.985
1997-04-02,1.04483,2.133,255.457,NA,3.492,83.601,0,1.767
1997-04-03,1.6663,1.998,150.901,NA,2.471,83.356,0.2,2.046
1997-04-04,0.87205,-2.357,104.974,NA,0.874,83.401,0.9,4.291
1997-04-05,0.780324,-3.194,126.998,NA,0.533,83.644,9.5,1.311
1997-04-06,0.647729,-3.264,85.939,NA,0.557,83.546,10.3,2.84
1997-04-07,NA,-4.291,274.191,NA,1.464,84.14,0,1.144
1997-04-08,0.896696,-0.724,273.802,NA,3.539,84.251,0,1.867
1997-04-09,2.16016,1.965,271.696,NA,4.496,84.515,0,1.804
1997-04-10,2.70098,2.486,256.789,NA,3.156,84.624,0,1.347
1997-04-11,2.29647,1.6,249.305,NA,2.794,83.861,4.5,3.551
1997-04-12,0.696308,-4.006,286.981,NA,0.939,83.587,0.1,2.338
1997-04-13,1.05211,-2.745,281.434,NA,2.178,83.702,0,1.836
1997-04-14,1.55439,-0.375,247.586,NA,3.395,83.701,0,2.051
1997-04-15,0.73554,-1.984,105.035,NA,0.921,83.533,2.3,4.451
1997-04-16,0.078465,-4.901,203.639,NA,1.171,83.495,0.3,3.337
1997-04-17,0.353323,-4.962,292.425,NA,2.254,83.321,0,1.729
1997-04-18,0.772213,-0.345,288.822,NA,3.837,83.345,0,1.915
1997-04-19,0.846585,0.1,289.852,NA,3.167,82.752,0,2.237
1997-04-20,0.258837,-3.503,133.047,NA,0.45,82.387,0.5,2.976
1997-04-21,0.498375,-5.005,282.047,NA,0.735,82.425,0.1,3.008
1997-04-22,-0.0687412,-4.791,204.509,NA,1.161,82.51,0,2.886
1997-04-23,0.15043,-2.353,298.318,NA,2.222,83.309,0,1.631
1997-04-24,0.873216,0.294,296.983,NA,4.07,83.821,0,1.443
1997-04-25,1.26334,2.36,291.315,NA,4.723,83.798,0,1.843
1997-04-26,1.14968,1.806,150.745,NA,1.349,83.435,2.2,1.638
1997-04-27,1.18132,0.602,71.404,NA,0.159,83.005,24.1,1.834
1997-04-28,2.35483,1.873,197.909,NA,1.601,83.451,0,1.562
1997-04-29,2.01001,-0.068,158.929,NA,0.607,83.159,12.8,2.405
1997-04-30,2.03166,-0.266,126.756,NA,0.185,83.734,1,2.029
1997-05-01,2.19873,0.795,280.007,NA,1.348,84.288,0,2.455
1997-05-02,2.25886,3.848,314.662,NA,4.778,84.465,0,1.832
1997-05-03,2.44699,7.015,311.056,NA,5.75,84.044,0,1.901
1997-05-04,2.89394,6.628,224.872,NA,3.636,83.465,0,1.664
1997-05-05,2.5968,5.116,101.054,NA,2.75,82.588,0,3.147
1997-05-06,3.00131,2.118,141.081,NA,1.942,81.775,25.8,2.897
1997-05-07,1.54191,-2.644,171.172,NA,0.343,82.061,2.6,1.425
1997-05-08,1.46125,-2.683,129.444,NA,0.524,82.337,0.4,2.385
1997-05-09,2.08526,-1.03,217.505,NA,1.55,82.855,1.7,2.453
1997-05-10,3.73357,2.288,288.509,NA,2.427,83.54,0,2.183
1997-05-11,3.19978,4.732,223.847,NA,3.865,83.823,0,2.452
1997-05-12,2.44088,5.157,114.24,NA,2.186,84.09,0,1.375
1997-05-13,3.9419,6.747,168.248,NA,3.258,84.226,0,1.292
1997-05-14,3.70838,9.351,219.883,NA,6.053,84.189,0,1.854
1997-05-15,2.97947,9.232,250.086,NA,5.454,84.083,0,1.757
1997-05-16,3.17424,9.395,264.792,NA,6.483,83.904,0,1.66
1997-05-17,3.47474,9.891,275.587,NA,6.7,83.784,0,1.687
1997-05-18,3.6803,6.902,167.192,NA,2.823,83.543,0.8,2.109
1997-05-19,4.44113,7.512,308.813,NA,5.348,83.442,0,1.889
1997-05-20,3.71179,6.234,180.176,NA,3.436,83.174,23.4,2.097
1997-05-21,3.93119,3.661,266.959,NA,1.585,83.147,2.1,1.941
1997-05-22,4.0395200000000004,2.273,162.057,NA,1.505,83.387,0.6,2.613
1997-05-23,6.40031,4.933,NA,NA,3.123,83.566,2.7,NA
1997-05-24,3.81442,4.458,215.476,NA,1.018,83.869,0.9,2.872
1997-05-25,4.38365,6.164,220.411,NA,1.677,84.076,3.3,1.971
1997-05-26,4.81691,6.225,282.809,NA,2.777,84.039,1.1,2.203
1997-05-27,4.17093,6.969,343.961,NA,4.305,83.836,0,2.831
1997-05-28,3.13781,3.504,284.62,NA,3.083,83.886,0,2.896
1997-05-29,3.60223,4.357,337.904,NA,5.497,84.226,0,1.907
1997-05-30,3.72211,4.985,315.503,NA,4.646,84.184,0,1.936
1997-05-31,2.76493,4.758,345.608,NA,4.326,83.63,0.6,2.741
1997-06-01,2.74422,3.27,112.943,NA,0.748,83.099,0.7,1.598
1997-06-02,3.73508,4.909,158.431,NA,1.834,83.301,0.2,1.434
1997-06-03,2.91877,5.364,154.748,NA,1.295,83.589,4.9,2.184
1997-06-04,4.03348,6.991,268.057,NA,3.267,83.68,0,1.664
1997-06-05,4.42325,8.937,223.743,NA,4.557,83.273,0,1.698
1997-06-06,3.14031,9.163,267.128,NA,3.767,83.434,0,2.181
1997-06-07,2.13368,12.294,316.313,NA,6.866,83.651,0,2.294
1997-06-08,2.54812,10.181,188.978,NA,2.847,83.932,5.7,2.247
1997-06-09,2.27566,10.303,266.75,NA,4.33,84.381,0,2.022
1997-06-10,3.70968,10.403,281.475,NA,4.545,84.146,0,1.515
1997-06-11,2.65475,9.184,212.194,NA,3.06,83.748,0,2.094
1997-06-12,2.40591,9.879,240.217,NA,3.285,83.554,11.5,2.425
1997-06-13,3.40193,9.195,205.936,NA,2.038,83.321,3.7,2.206
1997-06-14,2.81441,8.111,114.014,NA,1.176,83.436,2.6,2.155
1997-06-15,3.91005,7.682,341.126,NA,2.131,83.851,0,3.582
1997-06-16,5.00305,8.983,212.131,NA,1.988,83.828,5.5,2.48
1997-06-17,4.78814,7.151,219.703,NA,1.246,83.719,18.3,2.418
1997-06-18,6.19114,5.904,242.625,NA,1.59,83.709,0.6,2.565
1997-06-19,2.81531,5.455,78.188,NA,0.736,83.101,22.5,1.753
1997-06-20,6.09897,4.915,226.884,NA,0.805,83.003,2.7,2.43
1997-06-21,6.03296,8.339,130.876,NA,2.97,82.908,0.8,2.932
1997-06-22,2.89184,2.279,57.955,NA,0.067,82.835,31.5,3.268
1997-06-23,7.36685,3.998,245.428,NA,1.436,83.161,1.6,2.07
1997-06-24,6.64739,3.528,166.953,NA,1.031,83.487,2.2,2.577
1997-06-25,9.71934,5.796,276.33,NA,3.674,83.172,0.5,2.197
1997-06-26,6.89035,6.204,104.493,NA,0.913,82.466,3.9,1.84
1997-06-27,6.17148,5.927,89.44,NA,0.394,82.42,24.3,1.152
1997-06-28,NA,8.623,NA,NA,1.138,83.086,0.4,NA
1997-06-29,NA,9.64,NA,NA,2.593,82.855,0,NA
1997-06-30,9.55144,5.369,NA,NA,1.569,82.854,0,NA
1997-07-01,8.92755,5.607,248.874,NA,1.58,83.306,0.1,2.711
1997-07-02,7.21394,7.673,103.866,NA,3.151,83.617,0,1.965
1997-07-03,9.6093,8.527,148.089,NA,2.354,83.698,0,1.648
1997-07-04,6.09541,7.093,143.718,NA,0.286,83.896,18.1,2.892
1997-07-05,4.56982,3.402,99.276,NA,0.132,83.799,23.5,2.359
1997-07-06,4.39155,4.025,88.334,NA,0.19,84.25,16.4,1.68
1997-07-07,3.94314,3.133,122.943,NA,0.963,84.303,0.5,1.712
1997-07-08,NA,7.133,309.097,NA,2.832,84.078,0,2.297
1997-07-09,4.62583,9.618,334.947,NA,4.542,83.757,0,2.602
1997-07-10,4.68649,8.91,229.608,NA,3.285,83.631,1.1,2.08
1997-07-11,4.37672,7.669,132.252,NA,1.298,83.715,4.9,1.283
1997-07-12,5.45183,8.42,162.765,NA,2.43,83.92,0.3,1.341
1997-07-13,5.49106,11.255,236.163,NA,5.273,84.063,0,1.961
1997-07-14,5.63578,10.379,187.013,NA,3.231,84.172,1.4,1.927
1997-07-15,6.08087,8.144,171.683,NA,1.77,84.304,2.8,1.529
1997-07-16,7.21589,11.055,330.629,NA,5.707,84.122,0,1.937
1997-07-17,4.67727,10.861,122.25,NA,2.713,83.554,23.6,1.668
1997-07-18,6.49246,5.933,139.716,NA,1.053,83.276,4.9,2.662
1997-07-19,5.21061,4.603,78.009,NA,0.605,83.826,10.3,1.586
1997-07-20,6.47396,4.759,163.875,NA,1.007,84.036,1.7,1.721
1997-07-21,6.91291,5.915,186.387,NA,2.244,83.949,0,1.736
1997-07-22,6.60016,9.45,311.755,NA,5.348,84.061,0,2.307
1997-07-23,6.14203,9.721,148.238,NA,2.361,84.184,2.8,1.701
1997-07-24,6.53783,9.84,147.88,NA,1.846,83.882,9.4,1.694
1997-07-25,5.97291,7.639,110.894,NA,0.592,NA,6.1,1.824
1997-07-26,6.64336,7.713,151.05,NA,0.888,83.956,29,1.752
1997-07-27,6.24191,10.2,307.199,NA,3.824,84.274,0,2.405
1997-07-28,7.05568,11.508,296.432,NA,2.916,84.342,14.5,2.649
1997-07-29,6.38184,9.211,199.25,NA,2.653,84.32,7.5,1.497
1997-07-30,6.53056,11.603,313.621,NA,6.066,84.19,0,2.184
1997-07-31,8.69538,10.616,199.148,NA,2.978,83.915,6.6,2.552
1997-08-01,6.1587,4.865,107.516,NA,0.45,83.626,10.4,2.309
1997-08-02,5.06329,7.522,74.508,NA,0.022,83.916,9.7,1.093
1997-08-03,8.51146,10.564,184.341,NA,1.898,84.051,0.1,1.936
1997-08-04,7.88476,13.452,263.42,NA,5.516,84.194,0,1.768
1997-08-05,7.64655,14.922,281.987,NA,6.184,84.041,0.4,1.65
1997-08-06,6.62053,11.534,147.081,NA,1.362,83.772,4.9,1.641
1997-08-07,4.73805,10.77,117.851,NA,1.007,83.832,22,1.16
1997-08-08,5.12537,10.487,154.904,NA,1.324,84.133,8.3,1.516
1997-08-09,5.26264,11.285,273.98,NA,4.388,84.249,0,1.96
1997-08-10,4.60493,12.646,297.273,NA,7.786,84.169,0,1.971
1997-08-11,4.56777,14.495,246.595,NA,7.298,84.161,0,1.559
1997-08-12,4.49237,13.417,292.668,NA,5.582,84.443,0,1.991
1997-08-13,3.48119,12.776,250.686,NA,5.354,84.562,0,1.805
1997-08-14,3.4571,12.656,225.71,NA,4.031,84.548,0,1.675
1997-08-15,2.8078,12.488,232.121,NA,4.984,84.353,4.7,1.887
1997-08-16,3.93382,10.742,239.394,NA,3.491,84.139,8.1,2.097
1997-08-17,1.93623,11.023,73.349,NA,3.835,84.114,0.7,1.066
1997-08-18,4.62706,11.944,186.893,NA,4.832,84.101,0,1.454
1997-08-19,6.60496,12.057,264.19,NA,5.356,84.031,0,1.879
1997-08-20,7.46898,10.944,249.22,NA,4.94,84.117,0,1.995
1997-08-21,8.14038,10.639,271.58,NA,5.14,84.307,0,2.022
1997-08-22,7.9342,11.169,249.842,NA,5.134,84.432,0,1.833
1997-08-23,8.7916,12.279,258.092,NA,5.623,84.238,0,1.842
1997-08-24,7.85158,12.775,241.17,NA,5.843,84.103,0,1.741
1997-08-25,7.52268,12.775,213.689,NA,4.49,83.742,1.2,1.474
1997-08-26,5.88766,10.936,155.088,NA,2.088,83.543,0.2,1.553
1997-08-27,5.87584,11.638,176.449,NA,3.893,83.369,0,1.14
1997-08-28,3.41431,8.457,58.541,NA,2.387,83.064,33.9,2.726
1997-08-29,6.90438,3.316,141.873,NA,0.824,83.655,9.4,2.333
1997-08-30,5.89462,5.54,115.47,NA,1.544,84.08,4.7,0.989
1997-08-31,4.82181,11.434,254.97,NA,4.116,84.252,0.4,1.555
1997-09-01,4.34661,13.673,249.958,NA,8.397,84.164,0,2.102
1997-09-02,3.59494,11.144,199.525,NA,3.633,84.08,0,2.509
1997-09-03,3.03939,11.15,190.083,NA,1.78,84.15,0,1.83
1997-09-04,3.65241,11.203,194.587,NA,3.433,84.278,0,1.98
1997-09-05,3.67862,12.104,224.223,NA,3.861,84.297,0,1.671
1997-09-06,2.77373,11.005,155.834,NA,2.216,84.373,15.5,2.413
1997-09-07,2.46301,8.405,124.058,NA,0.171,84.489,11.9,1.907
1997-09-08,4.74593,8.828,235.506,NA,2.037,84.537,0,2.087
1997-09-09,5.31154,9.38,238.135,NA,4.461,84.224,0,2.16
1997-09-10,5.5262,7.43,238.623,NA,3.58,84.082,0,1.988
1997-09-11,5.9003,11.078,223.069,NA,6.629,83.92,0,1.832
1997-09-12,5.63518,11.266,195.463,NA,5.094,83.741,0,2.889
1997-09-13,3.34046,7.564,36.63,NA,0.343,83.583,24.9,2.372
1997-09-14,4.82864,2.686,231.296,NA,0.931,84.089,0,3.005
1997-09-15,3.10747,4.88,231.934,NA,2.931,84.365,0,2.267
1997-09-16,2.75742,7.69,227.731,NA,4.774,84.414,0,1.893
1997-09-17,2.79661,8.311,225.589,NA,5.131,84.508,0,2.242
1997-09-18,3.77053,8.959,222.354,NA,5.667,84.503,0,1.976
1997-09-19,4.07107,7.512,219.44,NA,4.941,84.383,0,1.708
1997-09-20,3.61425,7.286,207.61,NA,2.51,84.252,0,1.957
1997-09-21,3.17701,7.503,207.228,NA,2.627,84.216,0,2.008
1997-09-22,3.79428,7.111,171.61,NA,2.529,84.23,0.1,2.006
1997-09-23,3.47818,6.798,153.971,NA,1.578,84.16,0,1.74
1997-09-24,3.47703,6.24,192.399,NA,2.127,84.178,0,2.07
1997-09-25,4.14612,7.483,201.247,NA,4.01,84.356,0,2.293
1997-09-26,3.54206,7.753,200.558,NA,4.074,84.269,0,2.106
1997-09-27,4.02347,7.313,202.583,NA,4.796,83.83,0,1.874
1997-09-28,4.61726,6.835,181.763,NA,4.409,83.752,0,1.972
1997-09-29,4.01978,6.819,194.007,NA,4.971,84.202,0,1.823
1997-09-30,4.07238,8.169,174.635,NA,5.367,84.463,0,1.725
1997-10-01,3.65304,8.438,89.363,NA,3.615,84.14,0,1.802
1997-10-02,2.98367,7.93,98.221,NA,2.869,83.689,0.3,3.669
1997-10-03,3.52516,4.895,186.154,NA,3.301,83.815,0.1,2.775
1997-10-04,NA,5.65,176.605,NA,4.904,84.101,0,1.614
1997-10-05,3.81281,8.547,183.649,NA,6.955,83.962,0,1.904
1997-10-06,3.96261,8.335,174.256,NA,5.675,83.573,0,2.648
1997-10-07,2.69939,8.943,51.465,NA,3.118,83.345,0.1,2.415
1997-10-08,4.07168,8.851,149.264,NA,2.695,83.79,0,1.604
1997-10-09,3.20064,9.641,136.644,NA,4.292,83.917,0,1.708
1997-10-10,3.192,8.079,51.672,NA,2.105,83.35,28.3,2.443
1997-10-11,4.36758,3.911,144.001,NA,2.045,83.001,2.7,1.999
1997-10-12,2.69063,2.261,53.394,NA,0.505,82.328,18.9,3.033
1997-10-13,3.01666,-1.555,74.59,NA,0.411,83.016,1.2,1.885
1997-10-14,0.817008,-2.526,89.484,NA,0.639,83.317,1.6,3.031
1997-10-15,1.56071,-2.224,81.587,NA,0.462,83.242,0.9,1.198
1997-10-16,1.17656,0.301,56.205,NA,0.123,83.311,1.6,1.091
1997-10-17,3.30129,3.01,153.523,NA,2.102,83.833,0,1.315
1997-10-18,4.72837,6.453,146.505,NA,4.163,84.28,0,1.773
1997-10-19,4.31925,6.587,151.355,NA,4.894,84.048,0,1.603
1997-10-20,2.9229,4.854,144.211,NA,3.63,83.476,0,1.428
1997-10-21,2.56768,4.037,70.136,NA,1.149,83.217,2.1,1.483
1997-10-22,1.9568,2.928,145.106,NA,1.626,83.217,0,1.49
1997-10-23,2.11588,2.65,145.15,NA,2.09,83.128,0,1.459
1997-10-24,1.03575,-0.598,122.577,NA,0.205,83.445,0,NA
1997-10-25,1.08839,-1.471,139.346,NA,1.776,83.981,0,1.652
1997-10-26,2.23734,0.442,121.969,NA,2.243,83.935,0,1.598
1997-10-27,1.70325,-1.496,97.843,NA,0.605,83.673,0,1.921
1997-10-28,1.06141,-3.362,88.658,NA,0.399,83.735,0,1.977
1997-10-29,1.4877,-2.478,137.7,NA,2.948,84.253,0,1.282
1997-10-30,2.03378,-0.211,124.829,NA,4.977,83.913,0,1.389
1997-10-31,2.43339,0.855,NA,NA,3.574,83.853,0,NA
1997-11-01,3.21362,1.386,119.764,NA,2.134,83.86,0,1.416
1997-11-02,3.30402,1.425,119.089,NA,2.043,83.618,0,1.412
1997-11-03,3.75381,2.353,119.746,NA,2.714,83.328,0,1.476
1997-11-04,3.82819,2.402,108.009,NA,2.651,83.299,0,2.581
1997-11-05,2.23346,3.662,53.658,NA,3.057,83.048,0,3.225
1997-11-06,2.37027,7.992,83.598,NA,4.348,82.241,8.9,4.38
1997-11-07,3.45815,4.573,78.607,NA,2.34,82.21,10.9,2.9
1997-11-08,2.56004,0.539,48.726,NA,0.484,82.392,6.3,1.74
1997-11-09,2.66855,-0.589,21.889,NA,0.657,82.45,9.9,1.713
1997-11-10,3.19455,-1.765,77.624,NA,0.549,82.569,0,0.983
1997-11-11,2.19636,-0.36,92.692,NA,1.381,82.41,4,2.974
1997-11-12,-0.105592,-0.013,13.889,NA,0.885,82.045,18.1,1.751
1997-11-13,2.06812,-1.846,58.163,NA,0.581,82.522,0,0.699
1997-11-14,2.2117,-3.988,95.502,NA,0.588,83.069,0,0.703
1997-11-15,2.42576,-2.641,84.988,NA,1.057,83.733,0,0.595
1997-11-16,1.66247,-0.001,39.654,NA,0.184,83.57,1.7,0.777
1997-11-17,1.66843,-1.315,98.423,NA,1.105,83.462,0,0.885
1997-11-18,2.12259,-1.024,98.285,NA,3.116,83.003,0,0.995
1997-11-19,1.32825,-2.131,98.618,NA,2.676,82.334,0,1.669
1997-11-20,1.13667,-1.467,70.858,NA,1.739,82.402,2,1.081
1997-11-21,0.929055,-1.63,65.457,NA,0.583,82.887,0.2,0.8
1997-11-22,-0.380885,-1.802,94.055,NA,2.088,82.977,0,0.936
1997-11-23,-1.16963,-3.099,46.484,NA,1.461,83.284,0,1.128
1997-11-24,-1.48615,-1.373,78.253,NA,3.138,83.256,0,1.58
1997-11-25,-0.664261,0.37,65.785,NA,2.927,82.947,0,1.562
1997-11-26,-0.524659,0.062,85.965,NA,1.972,83.009,0,1.688
1997-11-27,-0.715729,0.171,78.792,NA,2.229,83.336,0,1.324
1997-11-28,-0.620473,0.393,76.017,NA,1.882,83.312,0.9,1.451
1997-11-29,-0.175722,-0.189,47.508,NA,0.297,82.9,0.1,1.349
1997-11-30,-0.111959,-1.286,24.479,NA,0.402,82.639,1,2.05
1997-12-01,1.2663,-2.169,28.229,NA,0.063,82.75,0.7,1.576
1997-12-02,-0.12895,-2.613,50.709,NA,1.214,81.809,0.5,2.776
1997-12-03,1.04482,-5.634,33.836,NA,0.357,81.875,0.9,2.77
1997-12-04,NA,-6.205,78.252,NA,0.626,82.668,0.1,0.645
1997-12-05,NA,-5.226,77.424,NA,0.436,83.25,0,0.531
1997-12-06,0.238168,-5.401,74.379,NA,1.122,83.573,0,0.623
1997-12-07,-0.097635,-1.936,73.995,NA,1.766,83.551,0,1.062
1997-12-08,0.247966,0.122,53.964,NA,1.549,83.167,0,1.388
1997-12-09,-0.266173,-1.187,56.709,NA,0.84,83.256,0,1.445
1997-12-10,0.29753,-0.755,58.474,NA,2.205,83.487,0.3,1.64
1997-12-11,0.706097,1.457,42.527,NA,0.603,83.25,0.1,0.791
1997-12-12,-0.046723,-0.942,28.669,NA,0.52,82.952,8.2,3.895
1997-12-13,0.586809,-3.257,25.662,NA,0.302,83.797,5.6,3.08
1997-12-14,0.420653,-4.633,45.603,NA,0.268,83.824,3.9,0.619
1997-12-15,0.358174,-7.633,75.149,NA,0.464,83.208,0,0.662
1997-12-16,-0.596073,-7.204,71.854,NA,0.686,83.28,0,1.615
1997-12-17,0.791046,-3.239,46.116,NA,0.9,83.27,0,3.879
1997-12-18,0.425706,1.215,35.163,NA,1.267,83.115,0,3.557
1997-12-19,0.495159,1.635,44.69,NA,1.919,82.582,0,2.451
1997-12-20,1.13449,-0.503,28.481,NA,0.152,82.028,6.1,1.338
1997-12-21,1.3256,-1.415,22.483,NA,0.04,82.379,5.8,0.975
1997-12-22,1.40414,-1.948,27.626,NA,0.041,82.873,3.4,1.077
1997-12-23,0.990296,-1.881,51.725,NA,0.351,83.593,0,0.718
1997-12-24,0.582058,-1.145,68.012,NA,0.652,84.322,0,0.666
1997-12-25,0.832453,1.073,70.354,NA,1.489,83.947,0,1.22
1997-12-26,0.426499,-1.092,23.493,NA,0.551,83.056,7.4,1.176
1997-12-27,0.3785,-3.356,58.109,NA,0.656,82.808,0.1,0.912
1997-12-28,0.74273,-3.789,31.278,NA,0.163,82.883,4.4,0.606
1997-12-29,0.537675,-4.906,59.252,NA,0.898,82.94,0,0.984
